company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_1455,alive,2004,83.215,268.581,2.31,11.295,32.441,5.882,34.316,149.5187,312.27,106.913,0.14,8.985,43.689,39.262,31.175,312.27,39.402,300.975
C_1455,alive,2005,99.656,291.585,2.647,15.298,44.265,8.292,38.007,130.0347,343.007,123.208,1.317,12.651,51.422,48.98,35.436,343.007,50.606,327.709
C_1455,alive,2006,157.977,369.139,2.863,32.257,64.173,16.828,62.62,320.465,445.378,190.648,25.219,29.394,76.239,61.894,48.631,445.378,87.468,413.121
C_1455,alive,2007,258.413,581.358,4.063,43.313,103.076,24.504,132.906,247.1769,681.922,318.664,62.695,39.25,100.564,125.725,66.246,681.922,189.445,638.609
C_1455,alive,2008,191.463,690.061,6.059,80.771,86.648,42.714,75.935,154.0656,844.39,261.14,16.556,74.712,154.329,72.784,105.711,844.39,90.497,763.619
C_1455,alive,2009,182.113,339.382,7.765,28.593,102.401,11.772,50.589,185.1932,429.926,293.277,35.204,20.828,90.544,65.017,113.092,429.926,112.757,401.333
C_1455,alive,2010,139.954,396.483,10.718,23.702,60.161,4.141,55.432,202.2794,480.736,241.749,5.122,12.984,84.253,41.724,113.932,480.736,58.77,457.034
C_1455,alive,2011,149.069,353.652,10.01,15.105,66.991,0.773,41.521,161.5968,426.01,248.609,5.084,5.095,72.358,50.396,111.357,426.01,65.771,410.905
C_1455,alive,2012,152.523,396.465,8.99,18.404,67.591,-2.457,50.15,166.601,470.577,245.151,5.207,9.414,74.112,53.69,105.517,470.577,66.422,452.173
C_1455,alive,2013,170.727,407.237,9.238,6.044,81.419,-5.971,49.201,229.207,469.538,253.282,5.261,-3.194,62.301,70.152,96.132,469.538,81.731,463.494
C_1455,alive,2014,161.251,434.499,8.378,10.012,71.163,1.173,50.058,179.3344,506.764,238.813,5.202,1.634,72.265,60.62,92.724,506.764,70.195,496.752
C_1455,alive,2015,158.301,494.333,7.437,0.047,60.558,-16.972,58.372,106.5828,550.414,230.671,5.124,-7.39,56.081,72.373,72.326,550.414,82.18,550.367
C_1455,alive,2016,162.191,509.804,7.903,18.911,58.896,8.61,66.728,318.0428,590.777,243.294,0.074,11.008,80.973,87.724,76.428,590.777,90.342,571.866
C_1455,alive,2017,198.787,607.553,9.913,28.879,77.692,15.935,83.147,552.7778,707.098,301.164,17.925,18.966,99.545,109.732,88.855,707.098,132.895,678.219
C_1455,alive,2018,245.329,706.831,10.375,31.567,69.992,15.012,142.828,255.3708,816.164,353.784,25.547,21.192,109.333,138.097,103.571,816.164,167.702,784.597
C_1456,alive,1999,206.977,611.877,23.222,110.929,72.108,43.071,117.345,779.745,767.873,625.401,267.094,87.707,155.996,129.279,82.243,767.873,435.359,656.944
C_1456,alive,2000,257.801,764.445,31.905,141.666,95.13,49.907,143.733,414.713,961.428,888.969,484.178,109.761,196.983,146.76,120.048,961.428,677.947,819.762
C_1456,alive,2001,230.07,754.678,34.921,126.385,93.091,29.903,119.074,547.35,937.059,815.103,420.489,91.464,182.381,118.924,131.678,937.059,598.557,810.674
C_1456,alive,2002,232.216,735.685,28.12,108.999,95.19,34.27,124.966,534.4695,898.308,865.254,367.245,80.879,162.623,138.928,156.34,898.308,574.556,789.309
C_1456,alive,2003,264.048,792.768,31.566,109.852,99.671,34.103,149.546,680.3794,956.16,915.949,346.189,78.286,163.392,165.755,187.411,956.16,593.591,846.308
C_1456,alive,2004,400.134,934.747,35.056,127.857,142.035,42.063,188.427,810.936,1121.725,1149.614,456.064,92.801,186.978,178.636,220.272,1121.725,731.882,993.868
C_1456,alive,2005,354.968,1208.942,39.38,117.32,119.401,18.263,213.996,606.8124,1396.86,1075.548,368.78,77.94,187.918,190.083,218.119,1396.86,661.788,1279.54
C_1456,alive,2006,342.622,1273.08,40.698,137.138,122.329,38.798,200.728,880.1976,1485.597,1041.794,282.325,96.44,212.517,207.604,242.028,1485.597,599.101,1348.459
C_1456,alive,2007,352.276,1249.833,43.069,120.176,116.076,33.846,212.221,469.7841,1451.983,1110.871,333.835,77.107,202.15,217.48,266.477,1451.983,671.591,1331.807
C_1456,alive,2008,299.612,1231.003,47.201,75.333,96.721,-192.112,176.108,194.387,1398.893,762.419,254.226,28.132,167.89,218.698,55.92,1398.893,535.629,1323.56
C_1456,alive,2009,248.044,773.645,41.303,75.264,62.941,8.351,130.355,293.9808,926.777,653.688,180.355,33.961,153.132,170.685,62.707,926.777,416.809,851.513
C_1456,alive,2010,258.538,881.435,36.632,53.978,79.691,-50.375,134.902,261.2786,1022.896,577.141,171.592,17.346,141.461,164.029,15.921,1022.896,384.135,968.918
C_1456,alive,2011,277.606,973.793,32.824,54.177,91.186,-21.067,156.432,125.1779,1102.29,549.702,132,21.353,128.497,196.758,-4.576,1102.29,376.77,1048.113
C_1456,alive,2012,284.226,1008.039,31.641,56.088,105.099,2.596,150.566,263.6651,1149.355,544.633,112.288,24.447,141.316,203.661,-3.475,1149.355,364.648,1093.267
C_1457,alive,1999,86.244,109.991,2.101,4.15,40.202,-0.761,17.963,46.968,131.9,108.167,0,2.049,21.909,17.665,77.243,131.9,20.645,127.75
C_1457,alive,2000,86.342,147.997,2.372,-11.281,51.19,-8.408,21.161,32.2905,161.914,108.976,0,-13.653,13.917,21.564,68.798,161.914,29.899,173.195
C_1457,alive,2001,86.513,167.239,1.914,4.048,44.912,1.619,23.705,52.233,187.62,107.795,0,2.134,20.381,20.536,69.581,187.62,28.273,183.572
C_1457,alive,2002,84.122,130.611,1.663,5.687,41.93,2.928,19.759,68.04,149.672,102.401,0,4.024,19.061,13.412,71.687,149.672,20.787,143.985
C_1457,alive,2003,95.998,148.99,1.67,7.504,31.809,8.992,29.237,69.1128,169.861,116.014,0,5.834,20.871,18.016,78.222,169.861,24.846,162.357
C_1457,alive,2004,91.359,149.887,1.765,-3.411,37.21,-2.043,21.827,73.9152,161.004,114.419,0,-5.176,11.117,19.011,71.292,161.004,25.553,164.415
C_1457,alive,2005,101.607,147.322,1.726,11.636,36.847,8.112,31.46,87.3287,167.157,129.461,0,9.91,19.835,26.104,75.575,167.157,32.289,155.521
C_1457,alive,2006,99.598,152.472,2.114,2.462,46.892,0.098,25.109,79.832,170.805,150.058,16.011,0.348,18.333,31.401,69.918,170.805,53.208,168.343
C_1457,alive,2007,85.791,188.12,2.588,-6.018,53.521,-7.769,25.051,70.6464,200.086,137.008,12.088,-8.606,11.966,32.802,54.742,200.086,50.528,206.104
C_1457,alive,2008,97.686,214.686,2.203,-3.751,63.443,-13.138,30.219,41.2104,229.806,142.726,8.058,-5.954,15.12,56.105,38.946,229.806,71.866,233.557
C_1457,alive,2009,120.014,203.135,1.886,-0.371,38.435,-15.753,38.162,28.8608,221.871,155.002,3.317,-2.257,18.736,87.117,22.786,221.871,100.107,222.242
C_1457,alive,2010,83.934,145.613,1.463,10.159,26.514,7.44,18.363,51.311,173.977,119.861,1.796,8.696,28.364,46.204,31.654,173.977,55.592,163.818
C_1457,alive,2011,93.411,169.118,1.611,12.882,38.752,7.461,24.201,104.6119,203.352,122.609,1.67,11.271,34.234,42.088,41.616,203.352,47.562,190.47
C_1457,alive,2012,115.744,183.696,1.814,16.356,35.102,9.508,29.618,100.0494,223.577,144.555,1.538,14.542,39.881,56.397,50.277,223.577,62.067,207.221
C_1457,alive,2013,107.085,217.227,4.761,21.437,46.334,13.638,49.768,174.055,266.015,166.2,11.403,16.676,48.788,56.091,64.378,266.015,70.452,244.578
C_1457,alive,2014,116.564,271.088,8.123,28.984,53.372,12.987,48.697,280.9785,336.139,198.98,40.1,20.861,65.051,41.121,77.976,336.139,88.865,307.155
C_1457,alive,2015,175.593,302.809,11.236,32.838,79.503,10.989,70.974,270.1128,382.125,337.551,154.5,21.602,79.316,58.631,88.476,382.125,220.672,349.287
C_1457,alive,2016,130.606,333.131,15.675,32.004,77.871,-38.283,46.759,214.3257,419.362,245.998,97.538,16.329,86.231,62.439,49.914,419.362,167.37,387.358
C_1457,alive,2017,110.434,319.769,14.392,25.217,60.248,1.317,45.347,216.8434,397.562,217.143,74.667,10.825,77.793,54.252,51.691,397.562,135.275,372.345
C_1457,alive,2018,142.464,289.737,13.192,32.221,72.406,-8.254,64.954,186.7667,374.99,232.002,84.504,19.029,85.253,67.122,43.712,374.99,158.398,342.769
C_1458,alive,1999,45.763,65.898,3.919,14.083,24.617,5.47,19.33,119.0704,97.729,82.554,19.011,10.164,31.831,21.774,24.796,97.729,43.419,83.646
C_1458,alive,2000,56.119,89.95,4.757,21.207,25.239,9.503,23.831,159.6999,132.639,95.223,2.107,16.45,42.689,13.157,33.665,132.639,18.677,111.432
C_1458,alive,2001,47.254,65.629,5.071,5.73,17.144,-2.918,12.853,77.1354,89.26,83.351,2.676,0.659,23.631,5.154,31.002,89.26,11.264,83.53
C_1458,alive,2002,47.779,42.762,4.529,2.349,14.494,-0.737,10.868,80.6598,57.213,81.824,2.391,-2.18,14.451,5.178,30.435,57.213,11.149,54.864
C_1458,alive,2003,52.214,45.288,3.798,5.028,13.11,0.854,12.343,93.9528,62.985,83.371,2.106,1.23,17.697,5.672,31.756,62.985,11.327,57.957
C_1458,alive,2004,50.862,54.49,3.438,10.143,15.372,4.166,15.484,97.2038,80.477,91.349,1.716,6.705,25.987,8.571,36.263,80.477,14.507,70.334
C_1458,alive,2005,49.699,69.395,3.184,10.592,17.832,4.605,21.188,82.9437,98.354,98.002,1.426,7.408,28.959,10.229,40.613,98.354,16.641,87.762
C_1458,alive,2006,52.462,93.634,3.258,12.959,21.754,5.871,24.176,116.5472,125.672,119.207,1.131,9.701,32.038,20.654,46.866,125.672,30.608,112.713
C_1458,alive,2007,58.345,96.251,3.925,21.541,25.458,11.141,25.461,199.9116,136.539,126.919,1.031,17.616,40.288,15.068,58.546,136.539,25.051,114.998
C_1458,alive,2008,64.069,93.485,4.447,17.791,30.638,8.851,24.043,52.4211,130.694,134.784,0.545,13.344,37.209,21.479,67.249,130.694,31.493,112.903
C_1458,alive,2009,66.795,93.002,4.944,18.02,34.223,8.56,22.623,110.7008,132.306,143.729,0.48,13.076,39.304,19.555,76.293,132.306,30.305,114.286
C_1458,alive,2010,71.019,112.941,6.868,27.72,39.549,12.843,25.892,200.3271,163.936,157.622,0.41,20.852,50.995,15.923,88.747,163.936,27.895,136.216
C_1459,alive,1999,44.282,84.197,1.367,2.091,16.36,-0.253,21.139,12.5124,101.412,56.456,5.655,0.724,17.215,28.224,9.891,101.412,33.879,99.321
C_1459,alive,2000,54.107,94.872,1.571,4.89,16.489,0.802,30.723,10.3658,115.182,68.255,18.84,3.319,20.31,25.925,10.693,115.182,44.765,110.292
C_1459,alive,2001,39.304,69.058,1.453,-1.673,16.722,-5.863,19.44,4.0688,82.233,54.873,15.503,-3.126,13.175,22.004,4.566,82.233,37.507,83.906
C_1459,alive,2002,27.956,48.351,0.993,-2.919,13.542,-5.342,10.667,1.9856,57.103,40.047,8.924,-3.912,8.752,19.004,-0.681,57.103,27.928,60.022
C_1459,alive,2003,26.016,51.779,0.672,2.001,11.329,-0.296,12.074,1.6275,62.536,38.403,7.759,1.329,10.757,18.652,-0.808,62.536,26.411,60.535
C_1460,alive,1999,1664.144,1761.17,94.683,298.521,499.413,85.33,975.396,927.1336,3210.225,2242.04,566.572,203.838,1449.055,858.919,264.297,3210.225,1516.9,2911.704
C_1460,alive,2000,1982.214,1811.396,78.235,348.485,562.863,120.818,1113.451,568.6678,3724.778,2583.019,686.857,270.25,1913.382,947.904,366.602,3724.778,1755.537,3376.293
C_1460,alive,2001,1238.869,1671.018,81.968,-143.633,476.903,-587.474,644.004,600.3953,2973.219,1889.581,0,-225.601,1302.201,1674.978,-246.841,2973.219,1674.978,3116.852
C_1461,alive,1999,15.229,9.628,0.971,-2.409,1.863,5.367,2.305,18.7853,11.901,17.363,0,-3.38,2.273,5.511,3.188,11.901,5.511,14.31
C_1461,alive,2000,14.135,9.117,0.452,-1.427,2.959,-0.8,3.126,27.1456,12.885,16.442,0,-1.879,3.768,5.111,2.388,12.885,5.111,14.312
C_1461,alive,2001,10.828,10.017,0.583,-1.779,1.224,-2.163,3.687,21.4783,14.152,14.815,0,-2.362,4.135,4.068,0.225,14.152,5.547,15.931
C_1461,alive,2002,15.052,9.836,0.788,-1.126,2.22,2.237,3.928,15.7648,14.822,17.772,0,-1.914,4.986,4.528,2.461,14.822,5.997,15.948
C_1461,alive,2003,13.483,10.999,1.63,-3.156,1.431,0.009,4.866,32.2738,15.803,22.792,3.645,-4.786,4.804,5.3,2.47,15.803,10.996,18.959
C_1461,alive,2004,11.453,12.039,2.58,-4.264,2.724,-4.12,4.275,30.074,17.278,20.105,2.695,-6.844,5.239,7.457,-1.624,17.278,12.213,21.542
C_1461,alive,2005,11.398,16.65,2.451,-4.113,2.66,0.044,3.696,53.8114,22.422,17.952,1.514,-6.564,5.772,6.128,-1.58,22.422,8.697,26.535
C_1461,alive,2006,18.349,15.821,2.027,-6.224,4.217,-8.151,4.01,68.2024,20.125,27.684,0.486,-8.251,4.304,14.411,-9.696,20.125,18.221,26.349
C_1461,alive,2007,37.259,27.895,2.213,-4.366,11.57,-1.933,11.865,196.7917,37.068,48.687,1.75,-6.579,9.173,34.672,-11.627,37.068,40.232,41.434
C_1461,alive,2008,57.876,46.565,1.939,1.672,17.876,4.775,8.873,42.8213,68.652,68.018,0.583,-0.267,22.087,51.041,-7.339,68.652,54.5,66.98
C_1461,alive,2009,44.981,61.878,1.532,-10.931,20.489,-5.282,5.89,44.6756,69.871,53.393,0.102,-12.463,7.993,41.263,-11.962,69.871,43.889,80.802
C_1461,alive,2010,26.451,63.376,1.787,-2.936,10.932,-0.408,7.324,43.5556,79.842,34.585,0.058,-4.723,16.466,21.285,-12.158,79.842,24.68,82.778
C_1461,alive,2011,17.636,47.222,1.848,-2.173,7.49,-1.483,3.771,5.3947,61.558,24.178,0.021,-4.021,14.336,11.936,-13.886,61.558,15.468,63.731
C_1461,alive,2012,12.072,16.035,0.804,-5.834,5.316,-1.858,2.137,4.5406,22.11,16.625,0.008,-6.638,6.075,5.456,-15.723,22.11,9.173,27.944
C_1461,alive,2013,14.696,11.566,0.509,-7.867,3.816,-8.477,1.414,4.9723,14.581,16.069,5.064,-8.376,3.015,10.992,-24.029,14.581,16.782,22.448
C_1462,alive,1999,1.034,3.258,0.381,-3.183,0.31,-3.679,0.166,0.545,4.097,6.999,3.912,-3.564,0.839,4.316,-17.708,4.097,20.991,7.28
C_1462,alive,2000,0.801,4.03,0.387,-2.999,0.305,-3.625,0.244,1.09,4.839,6.601,1.967,-3.386,0.809,7.629,-21.333,4.839,24.218,7.838
C_1462,alive,2001,1.487,4.458,0.301,-3.142,0.585,3.403,0.325,1.3625,4.493,3.448,0.014,-3.443,0.035,2.573,-17.93,4.493,18.523,7.635
C_1462,alive,2002,1.316,4.198,0.308,-1.729,0.793,-2.179,0.445,0.8175,5.079,2.903,0.005,-2.037,0.881,2.001,-20.109,5.079,20.206,6.808
C_1462,alive,2003,1.795,2.905,0.195,-1.133,0.642,19.159,0.753,0.4088,4.044,12.732,0,-1.328,1.139,0.733,-0.95,4.044,11.247,5.177
C_1462,alive,2004,1.095,2.836,0.2,-2.72,0.606,-2.434,0.275,0.2394,2.821,7.129,0.067,-2.92,-0.015,1.517,-1.092,2.821,6.742,5.541
C_1463,alive,1999,823.417,1712.403,90.5,222.529,479.328,68.961,302.21,715.0809,2220.403,1574.998,283.534,132.029,508,300.421,668.967,2220.403,800.127,1997.874
C_1463,alive,2000,836.365,1750.913,98,242.476,508.067,67.144,291.05,581.6693,2275.056,1584.146,283.28,144.476,524.143,271.007,713.185,2275.056,764.359,2032.58
C_1464,alive,1999,43.567,18.709,4.226,8.342,22.318,2.154,11.535,143.832,59.208,85.273,13.673,4.116,40.499,17.977,8.19,59.208,32.053,50.866
C_1464,alive,2000,45.474,17.399,3.73,3.373,20.808,-18.902,12.641,212.9218,54.434,80.152,0,-0.357,37.035,21.171,-11.014,54.434,21.483,51.061
C_1464,alive,2001,35.802,18.98,3.623,-0.783,15.231,-14.833,9.944,66.0583,50.786,65.805,0,-4.406,31.806,18.661,-25.991,50.786,18.977,51.569
C_1464,alive,2002,21.272,20.995,3.104,-2.555,11.761,-16.778,5.992,62.5898,48.248,45.22,0,-5.659,27.253,14.48,-40.9,48.248,14.569,50.803
C_1464,alive,2003,27.607,19.719,2.902,-3.233,12.802,-8.357,5.518,207.2178,50.458,47.219,0,-6.135,30.739,11.724,-48.574,50.458,11.796,53.691
C_1464,alive,2004,32.582,22.849,2.693,-6.965,15.084,-11.332,6.217,129.5633,51.685,51.973,0.011,-9.658,28.836,13.479,-59.454,51.685,14.111,58.65
C_1464,alive,2005,34.27,25.045,2.472,-7.594,14.699,-11.175,5.1,196.0701,51.303,52.755,0.116,-10.066,26.258,11.535,-71.507,51.303,12.389,58.897
C_1464,alive,2006,29.294,27.477,2.372,-11.561,12.939,-15.044,6.524,179.5822,56.282,47.77,0.957,-13.933,28.805,14.931,-85.808,56.282,16.01,67.843
C_1464,alive,2007,32.294,27.615,2.482,-10.637,12.741,-15.999,6.898,77.8483,59.363,54.179,5.477,-13.119,31.748,11.288,-101.145,59.363,17.954,70
C_1464,alive,2008,32.27,29.623,3.64,-5.45,16.668,-23.195,8.422,70.2171,74.894,52.582,5.311,-9.09,45.271,21.463,-123.079,74.894,29.787,80.344
C_1464,alive,2009,40.406,29.709,3.743,0.604,14.82,-6.2,9.707,107.7157,75.345,58.681,1.098,-3.139,45.636,26.94,-128.837,75.345,30.827,74.741
C_1464,alive,2010,29.986,17.476,2.406,-0.196,10.543,0.053,8.219,214.0124,54.958,40.585,1.403,-2.602,37.482,13.447,-129.938,54.958,18.158,55.154
C_1464,alive,2011,38.654,18.13,2.266,6.109,10.933,1.348,9.089,378.0701,62.765,49.006,1.124,3.843,44.635,14.016,-128.285,62.765,19.548,56.656
C_1464,alive,2012,44.074,17.515,1.977,3.393,11.673,-1.763,8.85,222.1803,63.783,54.759,0.488,1.416,46.268,17.949,-130.873,63.783,23.017,60.39
C_1464,alive,2013,50.075,19.948,2.161,5.103,12.514,0.398,11.349,613.7791,72.215,61.931,0.141,2.942,52.267,18.412,-131.773,72.215,23.079,67.112
C_1464,alive,2014,44.897,23.828,2.463,-5.243,15.717,-8.392,12.868,350.0882,74.987,58.911,0.468,-7.706,51.159,16.446,-141.517,74.987,21.812,80.23
C_1464,alive,2015,49.073,21.999,2.401,-2.936,15.921,-6.533,17.016,284.7932,77.123,62.954,0.204,-5.337,55.124,17.887,-148.56,77.123,24.108,80.059
C_1464,alive,2016,49.908,21.171,2.892,-9.763,14.825,-12.129,18.308,441.9422,82.432,65.443,1.339,-12.655,61.261,21.067,-160.159,82.432,27.538,92.195
C_1464,alive,2017,53.89,22.977,3.354,-0.277,13.31,-2.139,19.497,641.4365,90.611,67.932,0.531,-3.631,67.634,19.088,-162.398,90.611,24.996,90.888
C_1464,alive,2018,151.572,29.98,2.464,9.059,16.704,4.968,27.718,1410.2625,123.954,167.339,0.459,6.595,93.974,27.728,-157.6,123.954,34.913,114.895
C_1465,alive,1999,611.871,976.989,18.995,50.423,340.444,10.338,227.3,45.458,1105.726,820.83,199.645,31.428,128.737,418.282,47.22,1105.726,644.981,1055.303
C_1465,alive,2000,510.063,969.366,16.328,63.402,252.032,22.693,217.153,155.7815,1116.884,692.93,186.404,47.074,147.518,311.039,67.07,1116.884,522.683,1053.482
C_1465,alive,2001,469.898,781.647,17.204,82.516,241.205,19.797,169.35,256.933,942.296,650.642,146.812,65.312,160.649,287.7,87.629,942.296,459.971,859.78
C_1465,alive,2002,538.953,821.384,17.5,83.242,285.02,37.881,212.042,211.7052,993.716,748.3,123.723,65.742,172.332,356.689,137.691,993.716,504.303,910.474
C_1465,alive,2003,618.15,648.638,16.6,59.625,292.334,-13.638,196.681,253.7826,780.044,840.014,136.865,43.025,131.406,451.298,121.434,780.044,608.95,720.419
C_1466,alive,1999,134.071,83.896,9.988,11.993,20.051,4.669,16.559,236.8925,153.247,260.508,2.092,2.005,69.351,25.055,92.231,153.247,47.206,141.254
C_1466,alive,2000,173.747,84.868,11.792,10.611,31.999,26.929,16.776,252.3178,163.428,239.098,1.09,-1.181,78.56,27.365,84.422,163.428,33.177,152.817
C_1466,alive,2001,178.972,68.375,11.614,27.701,17.585,5.911,21.828,264.5874,159.298,236.063,0.2,16.087,90.923,23.991,86.081,159.298,30.964,131.597
C_1466,alive,2002,170.534,76.408,10.752,11.675,17.644,-7.471,22.738,245.1774,155.517,247.949,0.078,0.923,79.109,24.895,80.054,155.517,32.274,143.842
C_1466,alive,2003,227.018,96.545,11.002,38.367,23.162,21.518,21.946,553.5182,215.873,310.025,0,27.365,119.328,35.819,103.669,215.873,47.923,177.506
C_1466,alive,2004,251.739,100.911,11.534,16.157,33.31,1.602,23.788,327.6532,208.815,319.259,0,4.623,107.904,37.084,105.666,208.815,49.41,192.658
C_1466,alive,2005,259.804,161.457,16.654,30.879,41.861,12.03,39.802,715.6676,319.118,448.21,0,14.225,157.661,87.094,110.691,319.118,114.241,288.239
C_1466,alive,2006,279.621,180.545,19.316,49.964,50.873,27.015,40.662,653.3388,370.594,486.287,0,30.648,190.049,67.395,144.768,370.594,94.345,320.63
C_1466,alive,2007,199.497,167.404,20.37,58.018,58.885,32.906,52.877,645.8697,377.849,539.476,0,37.648,210.445,79.467,193.623,377.849,103.387,319.831
C_1466,alive,2008,205.181,141.347,22.346,21.689,53.413,-49.409,26.799,341.31,325.496,429.686,1.884,-0.657,184.149,59.295,121.769,325.496,80.878,303.807
C_1466,alive,2009,261.878,126.111,25.354,18.899,44.374,-7.978,47.972,437.0138,307.778,479.336,7.153,-6.455,181.667,90.541,119.44,307.778,117.448,288.879
C_1466,alive,2010,321.536,169.499,25.518,51.416,47.232,10.627,64.714,609.739,409.479,539.092,5.406,25.898,239.98,115.797,135.779,409.479,142.185,358.063
C_1466,alive,2011,265.445,168.349,30.424,61.603,36.622,10.662,50.986,569.2751,412.104,513.986,3.381,31.179,243.755,98.618,143.437,412.104,119.619,350.501
C_1467,alive,1999,374.693,448.88,17.23,46.774,188.4,7.625,119.635,205.2068,658.241,556.021,163.868,29.544,209.361,168.887,185.562,658.241,352.503,611.467
C_1467,alive,2000,372.759,397.043,18.922,49.586,234.257,9.729,106.261,86.2506,606.45,549.396,150.018,30.664,209.407,184.668,189.662,606.45,355.091,556.864
C_1467,alive,2001,328.949,419.306,18.909,34.452,177.291,-2.485,117.965,164.3536,608.073,509.429,200.066,15.543,188.767,100.593,179.81,608.073,323.742,573.621
C_1467,alive,2002,328.36,424.765,16.128,46.53,174.785,-30.556,117.644,155.441,598.437,490.758,93.191,30.402,173.672,187.677,146.105,598.437,336.877,551.907
C_1467,alive,2003,468.171,486.919,17.092,38.561,253.754,-1.518,174.223,233.3043,678.783,694.525,114.757,21.469,191.864,276.838,146.367,678.783,468.484,640.222
C_1467,alive,2004,447.216,610.277,19.013,35.154,258.641,-14.38,151.352,306.8202,824.283,656.569,114.236,16.141,214.006,252.456,125.023,824.283,449.257,789.129
C_1467,alive,2005,455.69,627.533,16.9,32.482,243.297,-3.545,176.294,167.7091,830.413,653.044,98.549,15.582,202.88,285.922,113.807,830.413,467.337,797.931
C_1467,alive,2006,461.838,591.303,15.5,52.671,233.97,9.411,183.664,275.2725,812.024,640.092,97.979,37.171,220.721,278.525,116.022,812.024,449.393,759.353
C_1467,alive,2007,503.107,572.71,15.2,48.525,252.277,2.275,204.445,149.3035,790.185,678.092,90.534,33.325,217.475,320.033,111.693,790.185,489.728,741.66
C_1467,alive,2008,447.595,576.385,14.7,32.657,232.435,-22.894,174.401,64.228,775.241,575.027,0.273,17.957,198.856,342.996,84.399,775.241,411.482,742.584
C_1467,alive,2009,364.214,542.7,15.5,46.082,199.752,3.483,124.823,190.618,735.424,484.459,17.908,30.582,192.724,204.623,85.558,735.424,290.581,689.342
C_1467,alive,2010,384.706,588.604,14.7,62.873,241.158,21.96,104.986,310.442,810.91,492.801,0.307,48.173,222.306,214.831,98.251,810.91,282.918,748.037
C_1467,alive,2011,400.987,631.333,14.145,75.847,248.097,62.401,104.115,457.541,874.625,550.722,0.19,61.702,243.292,228.881,156.854,874.625,278.769,798.778
C_1467,alive,2012,418.553,672.781,16.466,88.64,267.468,41.353,98.565,507.0382,948.916,576.594,0.075,72.174,276.135,222.172,190.572,948.916,269.007,860.276
C_1467,alive,2013,446.077,676.15,17.1,106.298,269.447,51.45,125.201,844.744,983.704,615.523,0.016,89.198,307.554,220.316,229.822,983.704,266.091,877.406
C_1467,alive,2014,466.033,673.467,17.295,113.4,278.051,43.029,126.524,872.6812,980.392,673.551,0.083,96.105,306.925,250.829,256.508,980.392,299.398,866.992
C_1467,alive,2015,479.74,673.35,17.637,97.361,285.793,46.018,123.853,861.4901,971.975,681.064,0.062,79.724,298.625,243.916,285.007,971.975,289.085,874.614
C_1467,alive,2016,514.848,715.538,20.457,121.286,312.477,60.43,134.63,1215.2787,1058.482,768.697,0.12,100.829,342.944,283.841,325.436,1058.482,327.669,937.196
C_1467,alive,2017,496.091,765.571,23.916,126.988,326.411,37.976,140.057,1011.0139,1116.143,787.567,0.079,103.072,350.572,285.897,353.044,1116.143,333.913,989.155
C_1467,alive,2018,546.224,755.16,24.104,105.555,349.811,43.003,157.535,1086.4302,1092.051,843.132,0.153,81.451,336.891,312.586,370.519,1092.051,375.931,986.496
C_1468,alive,1999,260.5,883.609,54.569,122.344,55.151,28.89,173.909,411.64,1083.785,737.822,119.226,67.775,200.176,249.938,193.428,1083.785,447.529,961.441
C_1469,failed,1999,477.58,819.173,50.858,154.245,131.754,70.901,262.005,530.8556,1326.681,961.639,203.52,103.387,507.508,113.937,525.418,1326.681,419.908,1172.436
C_1469,failed,2000,484.253,781.932,54.694,119.075,131.812,-29.175,246.932,394.4543,1265.838,902.606,202.93,64.381,483.906,113.582,476.797,1265.838,408.452,1146.763
C_1469,failed,2001,490.236,768.039,45.419,100.712,74.042,-49.333,182.494,514.2631,1187.635,837.783,202.3,55.293,419.596,127.319,396.803,1187.635,422.493,1086.923
C_1469,failed,2002,392.057,621.428,46.674,113.875,60.179,32.581,155.93,508.824,1028.083,754.864,200.01,67.201,406.655,102.44,291.157,1028.083,435.863,914.208
C_1469,failed,2003,285.461,576.476,46.27,22.024,49.757,-39.067,125.943,479.1164,916.334,628.957,125,-24.246,339.858,99.823,216.665,916.334,380.369,894.31
C_1469,failed,2004,252.24,568.494,40.395,31.86,51.796,-30.218,128.396,402.3353,890.249,542.973,0.867,-8.535,321.755,189.024,170.973,890.249,337.568,858.389
C_1469,failed,2005,213.903,583.303,39.217,52.615,47.033,1.399,123.006,455.8655,901.915,475.912,34.379,13.398,318.612,100.048,135.015,901.915,302.46,849.3
C_1469,failed,2006,217.77,585.47,31.028,41.123,49.242,-11.661,135.839,343.452,894.904,452.079,41.021,10.095,309.434,101.314,76.976,894.904,333.912,853.781
C_1469,failed,2007,198.783,577.197,26.774,24.994,45.351,-7.305,130.212,334.9568,865.432,419.546,51.988,-1.78,288.235,87.363,68.972,865.432,309.587,840.438
C_1469,failed,2008,173.87,513.731,26.543,48.999,38.718,6.836,112.81,257.059,791.076,413.377,33.84,22.456,277.345,87.455,-7.009,791.076,378.408,742.077
C_1469,failed,2009,169.057,448.402,25.044,17.419,33.625,-12.397,108.524,147.2064,694.016,379.721,0,-7.625,245.614,113.217,-1.456,694.016,337.567,676.597
C_1469,failed,2010,173.045,431.54,23.256,32.657,29.253,2.643,122.308,98.7366,668.377,369.831,42.926,9.401,236.837,78.763,0.662,668.377,324.983,635.72
